,offensive_language_proba,hate_speech_proba,neither_proba,tweet
40,0.3333333333333333,0.0,0.6666666666666666,momma said pussy cat inside doghouse
41,1.0,0.0,0.0,hated hoe favorite 2mw sevenone http co bmdsvmc3rc
42,1.0,0.0,0.0,nice girl bad make get naughty bad yello hoe real nice body south chick like em real thick http co bzrdl3kf7u
43,1.0,0.0,0.0,pimp pimp hoe future voice
44,1.0,0.0,0.0,post picture pussy get 200 like
45,1.0,0.0,0.0,pussy powerful drug 128517 happyhumpday http co r8jsymib5b
46,1.0,0.0,0.0,quick piece pussy call drive
47,1.0,0.0,0.0,running round like brand new pussy thats bout get fucked
48,1.0,0.0,0.0,bitch even worst send guy
49,0.6666666666666666,0.3333333333333333,0.0,hoe like nigga spend money talk bout
50,0.6666666666666666,0.3333333333333333,0.0,dont trust nigga bitch
51,1.0,0.0,0.0,yall nigga b cuffing hoe cause yall aint never bitch
52,1.0,0.0,0.0,dodge bullet 128517 8220 darealkha da bitch cut pregnant bound thank god 128591 8221
53,1.0,0.0,0.0,young pill chamberlain bitch love music
54,0.6666666666666666,0.0,0.3333333333333333,128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 vandalsavage_ teanna trump probably cleaner twitter hoe
55,1.0,0.0,0.0,128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 dahomiefuzz gay nigga wait act like bitch tonight
56,1.0,0.0,0.0,128514 128514 128514 the_paradox ima steal cat n replace pitbull 128514 128514 128514 128514 rt 80sbaby4life the_paradox bitch
57,1.0,0.0,0.0,amp gone always hoe
58,1.0,0.0,0.0,son bitch took tic tacs like movie
59,1.0,0.0,0.0,wan na get money fuck model bitch russell simmons
60,0.6666666666666666,0.0,0.3333333333333333,2015seniorprobs probably 8217 mind school much 8217 deal bitch as teacher retweet
61,1.0,0.0,0.0,a7xdemery fucking fag said
62,1.0,0.0,0.0,arizzleindacut female think dating pussy cute http co vxbjg26gsz stuff make pussy
63,0.0,0.0,1.0,addicted2guys simplyaddictedtoguys http co 1jl4hi8zmf woof woof hot scally lad
64,1.0,0.0,0.0,adorebellaaa ya ever asked bitch bitch kanye voice yes
65,1.0,0.0,0.0,adorezoey u gone bring ur side bitch game know ya gf friend 128553 128553 128553 128553 swear
66,0.3333333333333333,0.0,0.6666666666666666,allaboutmanfeet http co 3gzupfumev woof woof hot sol
67,0.3333333333333333,0.0,0.6666666666666666,allyhaaaaa lemmie eat oreo amp dish one oreo lol
68,1.0,0.0,0.0,almightywayne__ jetsandaswisher gook____ bitch fuck u http co pxmga68nc1 maybe get better http co tprevwfq0s
69,0.6666666666666666,0.3333333333333333,0.0,almightywayne__ fuck red malone man bitch as niggah could please use complete sentence
70,0.0,0.0,1.0,arizonasfinest6 eggplant emoji doe say looked like scream lmao
71,1.0,0.0,0.0,autoworid hennessey venom gt 128584 http co i8egmnkaj9 one sexy bitch
72,1.0,0.0,0.0,bossbytchh seh pussy wetter shower curtain ahmesehwetness lt lmao
73,1.0,0.0,0.0,bro_hen314 eaglesnation every eagle need see pic posted bitch said racist shit
74,0.6666666666666666,0.3333333333333333,0.0,bvsedchink yo fuck skateboarding wood pushing faggot man ball life http co vbczp6hmt7 amjemiebenn
75,0.3333333333333333,0.0,0.6666666666666666,babyanimalpics baby monkey bathtime http co 7kpwadlf0r awwwwe soooo adorable
76,1.0,0.0,0.0,baylaagottabody 128514 128514 128514 128514 shit damn skippy lol
77,0.6666666666666666,0.3333333333333333,0.0,beeasyjrizzy u ever kill ant sidewalk think damn nigga way get pussy b must b gt 30 chance
78,1.0,0.0,0.0,beenbasedb _kudabrazyy http co luubgl9y5u 0 ring 0 mvp 0 bitch lol
79,0.6666666666666666,0.3333333333333333,0.0,beenflynsolo ppl talk bad ghetto hood kid growing nigga funnnnnnn
80,0.7777777777777778,0.0,0.2222222222222222,bestproadvice fact tattoo tattoo http co zwnbhpdz8e pussy tattooing nipple
81,1.0,0.0,0.0,bill215_ 128175 128175 128175 rt nel_ayden bitch wanting act like nigga bad 128553 128553 128553 shit aint cuteeeee nigga act like bitch
82,1.0,0.0,0.0,bitchjones92 get worshiping bitch http co r37cejcjou woof woof
83,0.6666666666666666,0.3333333333333333,0.0,blackchiquitita wow rt thatmanpalmer lost buttcheek piercings http co yn6guyouq6 yeah hoe
84,1.0,0.0,0.0,blacknerdjade ok si rather broke bitch shrug tell work
85,0.3333333333333333,0.6666666666666666,0.0,blackman38tide whalelookyhere howdydowdy11 queer gaywad
87,1.0,0.0,0.0,brokenpiecesmsc itsnotadam faggot read tweet dat k even funny lol
88,1.0,0.0,0.0,brosconfessions bitch ungrateful http co 06e77bgwbx fr lulwhore
89,1.0,0.0,0.0,cashandboobies kidnapped yo bitch
90,0.0,1.0,0.0,cb_baby24 white_thunduh alsarabsss he beaner smh tell he mexican
91,0.6666666666666666,0.3333333333333333,0.0,ccobey aydanmccoy happy birthday nigs thanks yo
92,0.8333333333333334,0.16666666666666666,0.0,chlldhoodruiner ur teacher tell u u homework http co rkk5vawij1 bitch need go
93,0.6666666666666666,0.3333333333333333,0.0,caelang15 22edham caelang15 nigga eating hoe lol hell yea lol john paul nigga said john paul http co osipbkpr9h
94,1.0,0.0,0.0,canifuckornah would lil ugly bald headed bitch stop making make amp weave
95,0.6666666666666666,0.3333333333333333,0.0,carelessone92 leaf better win damn game go riot shit earlychristmas better start looting nig
96,1.0,0.0,0.0,causewereguys going back school suck dick hoe attend
97,1.0,0.0,0.0,causewereguys way fuck yo bitch http co j906t5ze2r 9 year old
98,1.0,0.0,0.0,celeynichole white_thunduh come never bring food dont car retard
99,1.0,0.0,0.0,chadmfverbeck richnow show hella tinder hoe im friend anymore chill brought like like 8 prople
100,0.6666666666666666,0.3333333333333333,0.0,chandlerparsons bout cowboy shutup pussy
101,1.0,0.0,0.0,clicquotsuave lmaooooooooooo nigga krillz_nuh_care http co aanpsujmyi lt bitch want like depressing shit foh
102,1.0,0.0,0.0,coley_cee lil_aerii girl know spitting g shit amp going lbvs bitch plz
103,1.0,0.0,0.0,coley_cee let make couple tweet cuzzo page get twitter jail lmao bitch trick
104,0.6666666666666666,0.0,0.3333333333333333,comedyposts harlem shake excuse go full retard 30 second
105,1.0,0.0,0.0,comedytruth amen miley 128591 http co p2kb2tfyxr okay need act like hoe bc emotionally damaged foh
106,1.0,0.0,0.0,corybandz one loyal female wayyyyy better hoe idc 128175
107,1.0,0.0,0.0,crhedrys pussy licking pussy meow meow stopwhitepeople2014 128049 http co keegdcjs5k 8221 128533
108,1.0,0.0,0.0,dbab_holloway check 12th man cowboysnation even faggot ny fan stand
109,1.0,0.0,0.0,dgotbricks happen vixen ent bitch got ran threw side like foothill bitch
110,1.0,0.0,0.0,daedavidavie white_thunduh im bitch okay nude pat 128554 128527 128056 wow
111,0.0,1.0,0.0,devilgrimz vigxrarts fucking gay blacklisted hoe holding tehgodclan anyway http co xuccwoetmn
112,1.0,0.0,0.0,diamondloudkush fuck wrong bitch nobody know
113,1.0,0.0,0.0,dietrich1892 yall shut p make bitch
114,0.6666666666666666,0.3333333333333333,0.0,dionairish hate pregnant type bitch
115,1.0,0.0,0.0,doyou_q got bitch dm ever read em top 3
116,0.0,0.0,1.0,domworldpeace baseball season win yankee love started
117,1.0,0.0,0.0,dommoneek little stupid bitch fuck yoooooouuuu
118,1.0,0.0,0.0,dreadheadari really asked dead as serious tho could say bitch wheet lol
119,0.0,0.0,1.0,dunderbail early bird night owl wise worm
120,0.3333333333333333,0.0,0.6666666666666666,edgarpixar overdosing heavy drug sound bad tonight pussy shit every day
121,0.0,0.0,1.0,el_grillo1 pit bull photographed lovely fairy tale creature http co q0sm89oolh 8221 fairy tale creature
122,1.0,0.0,0.0,ferocious_ghost 1stname_bravo aw fag tweet aw lol
123,0.0,0.0,1.0,flokid88 long lakers trash could careless real cc benballer hahaha
124,1.0,0.0,0.0,frosstyy_ h0rheyd say anything tho kiss faggot
125,0.0,0.0,1.0,funnypicsdepot play soccer cheat girl wear khaki coloured cargo haircut http co zuai7qwbir 128514 yup
126,1.0,0.0,0.0,g27status could go fat as bitch lap
127,1.0,0.0,0.0,gedmelle 17 missed call 128544 128545 da yo p bitch twitter finna screamn freemoneymelle
128,1.0,0.0,0.0,gtm_al ya side bitch got ta know rule shit anybody ask cousin jersey thinkin bout moving lmmfao 128514 128514 128514 128514
129,1.0,0.0,0.0,gagatom1 8220 malefoot 3 amo los pie http co 4qe1hdkk8i 8221 fuck yeah
130,1.0,0.0,0.0,girlthatsvonte hoe thinking meat slap as 128564 128075 ainna bruh
131,1.0,0.0,0.0,girlthatsvonte yall bitch wit edge talking 128553 128564 9995 128514 128514 128514
132,1.0,0.0,0.0,girlthatsvonte yall still going trick treating year nah hell yeah ima da sweet tooth bandit steal bitch bag n shit
133,1.0,0.0,0.0,girllssues wan na sex mom fuck right pussy came damn got hacked like fuck
134,1.0,0.0,0.0,gizzy_jones94 kiss u eye open watch bitch lmfao
135,1.0,0.0,0.0,goofstroop woulda coulda shoulda as hoe 128563 128586
136,1.0,0.0,0.0,gotti_ltf happy bday bitch as nigga jetsandaswisher preciate bitch roll
137,1.0,0.0,0.0,hbmostdope 1jayee pipinhoes used send bitch
138,1.0,0.0,0.0,hbmostdope ugly bitch like wcw duh bitch nobody el 128514 128514
139,0.6666666666666666,0.3333333333333333,0.0,halotgmg 1stname_bravo nigga know hacky sack hoe nah throw look pass lmao
141,0.6666666666666666,0.3333333333333333,0.0,heartlessfuck glad getting outta atlanta nothing bunch nigga amp outta jail amp dumb bitch mad kid fuckin em
142,0.3333333333333333,0.0,0.6666666666666666,hermosaalma ghetto smart http co mpazq3jswf idc
143,0.6666666666666666,0.0,0.3333333333333333,hiimjorib would wife hoe cuz care cheating force relationship first place
144,1.0,0.0,0.0,hornyfacts single excuse hoe theonemiss_luu
145,0.6666666666666666,0.3333333333333333,0.0,hoskinsty96 white boy power bitch black power bitch
146,1.0,0.0,0.0,hudgens_11 let get drunk get blowed spit shit spark blunts amp fuck hoe bro white dude chill
147,1.0,0.0,0.0,iscoutgirls verbally_abrupt bitch u around world back
148,1.0,0.0,0.0,itsyahboiray anelylove get dick sucked yo party bad bitch fr gone set 128514 128514 128514 128514 anelylove
149,0.6666666666666666,0.0,0.3333333333333333,itsyesie oomf soooo cute probably hoe lot
150,1.0,0.0,0.0,jayten9 every cartoon alway _nuffsaid15 saving hoe lmao http co 9ukd8wtz6x lmao damn captain saveahoe
151,0.3333333333333333,0.0,0.6666666666666666,jreebo want get nose bad bois scally chav sockfetish stinking http co feqxgn0w6i hot sox leg
152,1.0,0.0,0.0,jamesynba wish bitch like brother keezy 128530 ooooow bet
153,1.0,0.0,0.0,jasminepore dressed cat halloween basic pussy
154,1.0,0.0,0.0,jewelxo pornhub get gaming stream feature dumb bitch gtfo pornhub get katie lt 3
155,1.0,0.0,0.0,joebudden stop scared choke sex u bitch as nigga 8217 like say guy hit woman bed foh
156,1.0,0.0,0.0,johnny55perez white_thunduh ha well iguess make hoe loyal bro theyll never loyal hoe nig
157,1.0,0.0,0.0,kazatta 1takehov oh man 5 molly ho fuck ya seed fixed
158,1.0,0.0,0.0,kelsiebelsi man refer every girl bitch
159,1.0,0.0,0.0,keyshawnswag lmfao cat started beating shit nigga finally got pussy nigga
160,0.3333333333333333,0.0,0.6666666666666666,keyshawnswag peel peel bring back rewind back move shaq line ooooow tf said trash
161,0.6666666666666666,0.0,0.3333333333333333,kingcuh 16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,1.0,0.0,0.0,kinghendo95 vondreaam naw old tape new cover upcoming mixtape kingofthehill yeah waiting hoe mayne
163,1.0,0.0,0.0,kingteej_ ol dirty foot as bitch funny
164,1.0,0.0,0.0,king_shawn_6 white_thunduh get yellow flag amazing 128079 128524 hell yeah niggy
165,1.0,0.0,0.0,kissmysmilee got time bitch actin iffy
166,0.0,0.0,1.0,knightfanneal ucfpinkparty come stay alive knight nation still early bird special comeatmeut
167,0.6666666666666666,0.0,0.3333333333333333,kyranadiya_ hoe loyal http co h1ubsvbkgl smfh amp wonder nobody decent want
168,1.0,0.0,0.0,lcistj bruh stud keep thinking soft hell ask ya girl many time screamed bitch oh okay stfu bye hoe
169,1.0,0.0,0.0,lodycash dry pussy bitch always blame condom 128514 128079 128514 128079 128514
170,1.0,0.0,0.0,lunaraps shut yo bitch as http co iemn1u0gm5 128557 128514
171,1.0,0.0,0.0,laflaregodjosh gucci mane jail dropping mixtapes every month hoe even text back
172,1.0,0.0,0.0,latrobemark love hoe money wats wrong nigga
173,1.0,0.0,0.0,lebronvuitton loyal bitch burbs without daddy issue like finding holographic mewtwo sounding like lol
174,1.0,0.0,0.0,lilfridayhoe easy cum easy hoe fact
175,1.0,0.0,0.0,lifeasbros charlie sheen real http co gggdk3kov7 major fucking respect charlie sheen
176,1.0,0.0,0.0,lightskingawdd wish bae 128533 got hoe tho
177,1.0,0.0,0.0,lil_mike_12 fuck twerking bitch cook
178,1.0,0.0,0.0,linniekravitz wesgodlaflare bitch wtf http co dasmycxodb
179,0.6666666666666666,0.3333333333333333,0.0,lipe_the_great 8220 h0rheyd lipe_the_great shut zoe fight pussy 8221 zoe good man good move along
180,1.0,0.0,0.0,lolaaisdope lmao fucking snake bitch em
181,1.0,0.0,0.0,loveable_aizah big booty hoe everywhere sheesh 128525 damn 127807 128064 127807
182,0.0,0.0,1.0,mlbnetwork stay tuned mlbnetwork update report yankee 1b teixeiramark25 8 10 week dliming35 bum
183,0.0,0.0,1.0,m_rad 8220 dezdlt play soccer cheat girl wear khaki coloured cargo haircut http co tycihd6pkw 8221 yes lmfao soccerboy_04
184,1.0,0.0,0.0,madflyentist oregon choke every year get field trash as program rft
185,1.0,0.0,0.0,mannydiesel def cowboy lol rt artoffloyd terrell owen best eagle amp cowboy ever dude cried like bitch tv romo
186,0.0,1.0,0.0,markroundtreejr lmfaoooo hate black people http co rnvd2nlcdr black people nigger
187,1.0,0.0,0.0,master11_ 20tolife_ gabrielastarr could u bitch potent
188,0.3333333333333333,0.0,0.6666666666666666,maxmayo77 http co 3jk4kr44x3 pissed lad past would lick dirty sol slept
189,0.3333333333333333,0.0,0.6666666666666666,maxmayo77 http co prrskknqrv love frat boy w soft long sol
190,0.3333333333333333,0.0,0.6666666666666666,maxmayo77 http co xpsc3makgj sexy lad hot sol arch
191,1.0,0.0,0.0,megamindnick white_thunduh nah fam got ta cheat hoe depends female feel
192,0.0,0.0,1.0,mesha_nojas _vontethekidd 128079 128079 128079 128079 128588 got hick lol
193,0.6666666666666666,0.3333333333333333,0.0,migsmichelen new twitter confusing shit go back south america bitch
194,1.0,0.0,0.0,miikito_x3 toto mean as vagina think pussy cause toto santi like nasty pussy
195,1.0,0.0,0.0,mikelahenry actually choose ugly bitch 58381 as must fat
196,1.0,0.0,0.0,mileycyrus bitch kill vibe ya tried 127752 127752 127752 dis love miley
197,1.0,0.0,0.0,montrell_ tired bitch saying look mean 128530 nigga big af wear tight shirt grim everybody
198,0.0,0.0,1.0,motherjones 10 bird grandkids may never see thanks climate change http co xqmxhkaswt http co rbitegrnhm climate
199,1.0,0.0,0.0,mvckfadden stay beautiful bitch
200,1.0,0.0,0.0,nickiminaj wutkinda r purple ceeeleee man gurl jus playin stupid hoe track still shitted sum gurls
201,1.0,0.0,0.0,nastycopper money getting taller bitch getting blurry
202,0.6666666666666666,0.3333333333333333,0.0,newsomejade never seen bitch obsessed nigga 128514 obsessed mine 128529
203,0.6666666666666666,0.0,0.3333333333333333,nicholas_ted33 kobe stay talking trash let forget http co vh4tnekvtp j_austin12 meant one smh
204,0.3333333333333333,0.6666666666666666,0.0,nochillpaz least nigger http co rgja7cfoit lmfao
205,1.0,0.0,0.0,no_fakingg people always asking mixed bad asian bitch lol
206,0.3333333333333333,0.6666666666666666,0.0,notoriousbm95 _whiteponyjr_ ariza snake coward least cripple like hero roach lmaoo
207,0.3333333333333333,0.0,0.6666666666666666,osay_it_aint_so 8220 ignorealllaws foster home imaginary trash 8221 whoa chill show everything tf
208,0.8333333333333334,0.0,0.16666666666666666,officialreplay lowkey tired tired quiet go sleep hoe
209,1.0,0.0,0.0,prayingforhead 8220 macklemroe stop bringing weird nigger mention prayingforhead 8221 http co cussdjesrk
210,1.0,0.0,0.0,prettyboss_brat love hoe 128080 128581
211,1.0,0.0,0.0,patrickquelo yo girl cant homeboy ol weak bitch as nigga
212,1.0,0.0,0.0,patsfanjoe32 d_palomino52 think worst advice gave pussy speed lol
213,1.0,0.0,0.0,poemsporn quote tweet favorite animal pussy
214,1.0,0.0,0.0,poetic_success hate stripper tell dancer hoe ballet dancer pop pussy beethoven stripper
215,1.0,0.0,0.0,poffalicious andrewbryant poff double vision 2 beer poff double pussy 128526 smh
216,1.0,0.0,0.0,poobie_ bitch twerk computer ya 128089 ya damn 128089 8252 65039
217,1.0,0.0,0.0,prodsjewel_ 8220 sreadthepeace 8220 yungmindless peacepunkprince prince art http co ephrwxmbhr 8221 nobody takin bitch
218,0.3333333333333333,0.0,0.6666666666666666,quan1t0 61 welfare government aid claimed white people black slander trash
219,1.0,0.0,0.0,quan1t0 bitch care play role
220,1.0,0.0,0.0,queen_kaaat took find hiding lime tree iemonaids dis bitch da wrong tree bro
221,0.3333333333333333,0.5,0.16666666666666666,rtnba drake new shoe released nike jordan yes glitter shoe http co qctplxhexm dude fag
222,0.3333333333333333,0.0,0.6666666666666666,rachiesoul dizzleofficial inna di ghetto alone lmaoo
223,0.3333333333333333,0.0,0.6666666666666666,ramboutit 8220 master11_ 20tolife_ ramboutit hoe austin 8221 teach u austin teach u get curved know
224,0.6666666666666666,0.3333333333333333,0.0,reachtheeclimax bitch cook know suck dick one
225,1.0,0.0,0.0,renegademo fat hoe get chose lol
226,1.0,0.0,0.0,riahsm hoesaintloyal well hoe one expects loyal
227,1.0,0.0,0.0,rishaawilliams treshon_scrooge _nevertrustt ol bitch as http co amcoiny0wg
228,0.6666666666666666,0.3333333333333333,0.0,rnadjorell bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo
229,1.0,0.0,0.0,sactownprodigy tony romo mavs game dont mean still bitch lmao fuk cowgirl lol bitch fuck
230,1.0,0.0,0.0,samjlayman holy shit freddie highmore charlie chocolate factory roll floor laughing
231,0.6666666666666666,0.3333333333333333,0.0,samirahusic_ want sex gf feel like using anonymous whata faggot
232,1.0,0.0,0.0,sexualgxfs one follower 128525 128553 http co f1tjl9xnct somebody bitch
233,1.0,0.0,0.0,shaa_jenkins ya bitch always bitching clearly care annoying bitch
234,1.0,0.0,0.0,shantaughther catfish hoe thinkin slick nigga catching 128524
235,1.0,0.0,0.0,shewenttojordan worry bitch worried bout real
236,1.0,0.0,0.0,showarrive side hoe insecure nigga handle real one
237,1.0,0.0,0.0,shun_stokes 128514 128514 128514 128514 rt bluprint_4 lmao bitch come scooting tent like fuck shit 128557 128557 128557
238,1.0,0.0,0.0,shun_stokes cousin said share hoe brother said sharing caring love brother 128514
239,1.0,0.0,0.0,slimgirl_probz hungry ionn wan na spend money food 128530 broke hoe problem 128514 128514 128514 128128
240,1.0,0.0,0.0,smeegbaby dese hoe lyin u nigga
241,1.0,0.0,0.0,snakecharmsdump http co 4b427dqzcv oh yeah fuck bitch
242,0.3333333333333333,0.0,0.6666666666666666,sportscenter eli manning threw nfl leading 27th interception season lmao trash
243,0.3333333333333333,0.0,0.6666666666666666,sportscenter usc senior rb anthony brown call head coach steve sarkisian racist quits team 187 http co joosdsubir bitch
244,1.0,0.0,0.0,stellatex guess also zero time mansplaining adios stfu pussy
245,0.3333333333333333,0.0,0.6666666666666666,stephenwildboy chilling 128069 8482 http co mik3ipnle6 sexy scally lad
246,1.0,0.0,0.0,strap__ sharing bitch mine mine 128175
247,1.0,0.0,0.0,sukmysweetness money impress simple broke bitch
248,0.6666666666666666,0.0,0.3333333333333333,sylvieamx pisces never anybody bitch let people control change rigghhht
250,0.3333333333333333,0.0,0.6666666666666666,tee_jonez 16stanleys kingcuh tuku ho idk blah blah blah 128514 128514 128514
251,0.3333333333333333,0.0,0.6666666666666666,tee_jonez kingcuh 16stanleys mad cuh hahaha suure tuku ho ita 128514 128514
252,1.0,0.0,0.0,tayknosbest hoe crazy
253,1.0,0.0,0.0,taylorr_babee ever gon na slice bitch kevin hart
254,1.0,0.0,0.0,thatniggatroy oomf fuckin fine tho 128553 dam bitch
255,0.6666666666666666,0.3333333333333333,0.0,thegamerkingkev wonder girl gave head 24 boy drink magaluf twitter probly sends nude fag
256,1.0,0.0,0.0,thenewsat newsatquestions yeah bitch yeah bitch call _______ maybe b steve c later jesse pinkman machinegunkelly
257,1.0,0.0,0.0,thenymphotweets hickies thigh right pussy gt gt gt right
258,1.0,0.0,0.0,theonemiss_luu would still love longer young beautiful ugly monkey as
259,0.6666666666666666,0.3333333333333333,0.0,therealrickyb21 jetsandaswisher gook____ come front bitch coming
260,0.6666666666666666,0.3333333333333333,0.0,therealrickyb21 jetsandaswisher faggot bitch http co 2hyyabk4eh
261,1.0,0.0,0.0,the_realist_sam madrid2_ yea ipad work friday let ball faggot tropicalblanket work 2 5
262,0.3333333333333333,0.0,0.6666666666666666,theo17100 http co byj1hoyhmg scally lad would get
263,0.3333333333333333,0.6666666666666666,0.0,theomaxximus gerryshalloweenparty http co 3ycrsrnjhc halloween yesterday stupid nigger
264,0.6666666666666666,0.0,0.3333333333333333,theomaxximus chrus still supahot tho walk teacher test drop test bitch fohead http co nb5vgdssgi
265,1.0,0.0,0.0,thornton25 8220 kantkeepahbytch love eating pussy lol never get full lol 8221 eat shit forever lol ever
266,1.0,0.0,0.0,tmacc_gfg 8220 voiceofdstreetz tmacc_gfg 8220 tizzimarie slush 128549 8221 hoe nasty anyway fam 128564 8221 hoe taste like med 127815 127815 127868
267,0.6666666666666666,0.0,0.3333333333333333,tmacc_gfg 8220 tizzimarie slush 128549 8221 hoe nasty anyway fam 128564
268,0.6666666666666666,0.3333333333333333,0.0,tmacc_gfg bobby bitch bobbyshmurdags9 getting live fuck hell yea play hoe workout
269,1.0,0.0,0.0,trelekidd yo bitch gucci mane rt jabarithegreat bitch stoner 128175 128175 http co lt9lijjpg9 128514 128514 128514 128514 128514 128514
270,1.0,0.0,0.0,tweetgamelazy ride bitch handle bar
271,1.0,0.0,0.0,tyjoncuffee hoe get traphoussseeeee
272,0.0,0.0,1.0,uberfacts 15 sad tv character death still bitter http co ulclfuf8nc http co 1rxyqoosm0 ned stark man
273,1.0,0.0,0.0,unholy_jack harbor bitch party bus hoe lol
274,1.0,0.0,0.0,vbomb20 woodchuck20 pussy love
275,1.0,0.0,0.0,veronikahumbert ultraviolence video coming little bitch mtvhottest lana del rey http co 533flbvwqh bitchy promo
276,1.0,0.0,0.0,vineforthebyrd way fuck bitch http co 4lmtfnl2iy lmfao kittycopter
277,0.0,0.0,1.0,wbur smuggler explains helped fighter along jihadi highway http co ux4anxeawd
278,1.0,0.0,0.0,wbeezy_ quathegreat aww avis look cute together 128145 http co 9lporcb8w0 128128 128128 128128 got ta get ike avi bitch
279,1.0,0.0,0.0,wbeezy_ run_drc simple dont hoe dont worry exposed 128540 fight
280,1.0,0.0,0.0,wannabekanye why bitch boosting http co uod2f5wtkv size exactly healthy tho
281,1.0,0.0,0.0,withaprettyface _1nonlykeisha bet bitch 128514 128080 128299 128299 128298 128514 128514 kim bye
283,1.0,0.0,0.0,x_xpdotjdot damn near got ta protect tweet stalker annoying got dope dick drive bitch loco
284,1.0,0.0,0.0,xojennygirl making marack girlfriend marackaf aye b pullin hoe like taught
285,0.6666666666666666,0.3333333333333333,0.0,xoxo__angiee bruno fag boy love
286,1.0,0.0,0.0,yehits_von 8220 run_drc must bitch 8221 128514 128514 128514 sike naw always beefing 128514
287,0.0,0.0,1.0,yankee 6 1 yankee look rally bottom 9th rallycap
288,1.0,0.0,0.0,youngricooo 8220 wexicanafro702 take advantage nice person 8221 hoe everyjuan
289,0.6666666666666666,0.3333333333333333,0.0,youngricooo happy birthday bitch nigga wexicanafro702 thanks pal
290,1.0,0.0,0.0,youngricooo sad knowing hoe fuck bc got stack wait till friday
291,1.0,0.0,0.0,yungmigo shane_a1 cinco shit harder fucc nigga yee fucc wit rich homie cuz dat ya homeboy fucc nicca
292,1.0,0.0,0.0,zoebarton3 h0rheyd ewww said last sunday last sunday read nigs 128563 128563 128563 128563 128563
293,0.75,0.25,0.0,_bada_bing punch real nigga face cause pussy nigga gon na punch right back strong mush shake
294,1.0,0.0,0.0,_beedontcare pussy still fresh lt something stank girl say
295,1.0,0.0,0.0,_geewillikers_ as slapping one greatest thing haha 128527 slapped girl as got mad aint get pussy week
296,1.0,0.0,0.0,_tommycollins wearerichnow buffalobills yeah texan much better fucking retard see mad
297,0.6666666666666666,0.3333333333333333,0.0,__malibubarbie nd wtf dark bitch blonde please several seat hoe looking like black amp milds
298,1.0,0.0,0.0,__sugga lane bitch need stay 128526 left n get right fuck outta face 128557 128129 128536
299,1.0,0.0,0.0,__sneakyb hate boy deny bitch 128080 128553 smh
